# First Time Slice of PEMS04 Data
22.0000, 0.0045, 68.7000
76.0000, 0.0183, 65.3000
126.0000, 0.0275, 64.0000
44.0000, 0.0091, 67.1000
36.0000, 0.0062, 67.4000
0.0000, 0.0000, 68.1000
28.0000, 0.0056, 69.7000
52.0000, 0.0188, 67.7000
31.0000, 0.0046, 69.5000
25.0000, 0.0093, 66.8000
0.0000, 0.0000, 68.2000
66.0000, 0.0215, 63.7000
64.0000, 0.0270, 63.8000
68.0000, 0.0109, 70.0000
62.0000, 0.0157, 67.5000
137.0000, 0.0344, 65.0000
97.0000, 0.0162, 68.9000
60.0000, 0.0106, 70.1000
61.0000, 0.0132, 67.4000
29.0000, 0.0047, 67.7000
12.0000, 0.0062, 68.7000
52.0000, 0.0250, 63.6000
27.0000, 0.0054, 67.4000
41.0000, 0.0069, 69.1000
73.0000, 0.0113, 68.7000
51.0000, 0.0091, 67.3000
122.0000, 0.0219, 65.5000
23.0000, 0.0055, 69.7000
47.0000, 0.0100, 67.3000
0.0000, 0.0000, 65.0000
32.0000, 0.0049, 70.7000
92.0000, 0.0202, 64.7000
85.0000, 0.0145, 67.6000
104.0000, 0.0155, 69.9000
113.0000, 0.0203, 68.2000
139.0000, 0.0233, 65.6000
8.0000, 0.0037, 65.9000
80.0000, 0.0249, 63.9000
8.0000, 0.0034, 65.9000
7.0000, 0.0028, 66.0000
22.0000, 0.0052, 68.8000
15.0000, 0.0048, 67.2000
33.0000, 0.0083, 67.4000
18.0000, 0.0050, 65.0000
0.0000, 0.0000, 68.1000
10.0000, 0.0024, 69.4000
0.0000, 0.0000, 68.1000
48.0000, 0.0079, 67.4000
45.0000, 0.0090, 68.3000
29.0000, 0.0066, 69.4000
13.0000, 0.0026, 67.9000
12.0000, 0.0032, 67.7000
25.0000, 0.0061, 65.7000
85.0000, 0.0204, 64.6000
63.0000, 0.0123, 68.8000
51.0000, 0.0094, 68.7000
68.0000, 0.0197, 64.4000
79.0000, 0.0214, 64.6000
73.0000, 0.0113, 68.7000
31.0000, 0.0155, 65.7000
5.0000, 0.0007, 66.9000
86.0000, 0.0116, 68.5000
54.0000, 0.0097, 69.2000
54.0000, 0.0100, 68.4000
62.0000, 0.0136, 64.2000
37.0000, 0.0089, 69.6000
90.0000, 0.0148, 68.6000
56.0000, 0.0098, 67.4000
48.0000, 0.0078, 69.5000
38.0000, 0.0094, 68.2000
